SessionID,Date,ItemId,Event
81862,20140401030721.678,214508497,1
375257,20140401030723.547,214652882,1
446691,20140401030724.093,214826700,1
301049,20140401030728.419,214706432,1
17111,20140401030732.887,214561500,1
448834,20140401030733.528,214511488,1
190026,20140401030734.025,214821028,1
84519,20140401030735.570,214644617,1
308039,20140401030736.400,214836202,1
159998,20140401030744.286,214826803,1
377297,20140401030745.112,214826623,1
466654,20140401030746.182,214820227,1
23422,20140401030750.487,214839909,1
466654,20140401030751.197,214584907,1
307164,20140401030752.341,214826702,1
442037,20140401030753.188,214839313,1
448834,20140401030753.922,214555873,1
79777,20140401030802.006,214544327,1
375257,20140401030808.004,214657595,1
308039,20140401030814.081,214836232,1
309687,20140401030821.082,214716658,1
23422,20140401030821.871,214530572,1
215357,20140401030825.168,214820385,1
389654,20140401030827.853,214826803,1
84519,20140401030833.583,214714678,1
375257,20140401030834.862,214652882,1
185089,20140401030836.839,214819430,1
270491,20140401030837.234,214601812,1
23422,20140401030837.640,214530572,1
109356,20140401030846.884,214601049,1
236158,20140401030847.161,214819552,1
375257,20140401030847.325,214582935,1
23422,20140401030848.127,214530572,1
84519,20140401030851.118,214716740,1
185089,20140401030851.618,214819430,1
23422,20140401030852.665,214530572,1
23422,20140401030853.298,214530572,1
44399,20140401030854.263,214561502,1
17111,20140401030901.676,214691683,1
308039,20140401030901.871,214836204,1
164903,20140401030902.338,214820942,1
301049,20140401030903.676,214717888,1
330752,20140401030905.139,214532072,1
375257,20140401030905.644,214652882,1
44808,20140401030908.849,214821030,1
215357,20140401030912.076,214826953,1
26577,20140401030917.529,214587384,1
159229,20140401030920.382,214826810,1
121846,20140401030921.328,214826955,1
236158,20140401030922.665,214587384,1
185089,20140401030923.205,214819430,1
159602,20140401030924.467,214826968,1
109356,20140401030927.055,214591374,1
309687,20140401030927.832,214829405,1
210798,20140401030932.609,214515825,1
79777,20140401030936.448,214544325,1
308039,20140401030937.355,214836219,1
84519,20140401030940.110,214714678,1
8057,20140401030945.315,214684093,1
159229,20140401030945.995,214826705,1
375257,20140401030947.368,214652885,1
396124,20140401030947.682,214717839,1
81862,20140401030949.605,214586983,1
109356,20140401030951.815,214591205,1
33388,20140401030952.229,214575103,1
468598,20140401030956.874,214591470,1
309687,20140401030957.238,214829398,1
389654,20140401030959.204,214826705,1
210798,20140401030959.253,214581821,1
123756,20140401031009.353,214819378,1
396124,20140401031016.021,214644731,1
48437,20140401031016.542,214717007,1
44808,20140401031017.486,214821028,1
240599,20140401031021.735,214557755,1
396124,20140401031023.731,214644729,1
109356,20140401031025.776,214509000,1
330752,20140401031028.960,214826816,1
396124,20140401031029.461,214644731,1
227209,20140401031030.798,214717528,1
159602,20140401031033.466,214826968,1
403571,20140401031034.125,214829741,1
309687,20140401031035.765,214829400,1
123756,20140401031041.112,214819719,1
123756,20140401031042.086,214819719,1
396124,20140401031047.671,214838520,1
150421,20140401031047.880,214832730,1
121846,20140401031048.224,214716924,1
48437,20140401031048.269,214716928,1
338974,20140401031048.404,214702749,1
150421,20140401031048.785,214832730,1
26577,20140401031049.597,214821377,1
210798,20140401031054.968,214686932,1
386528,20140401031055.903,214508497,1
468598,20140401031100.387,214716935,1
386528,20140401031102.599,214508497,1
445146,20140401031102.615,214709728,1
448834,20140401031108.914,214537867,1
9557,20140401031112.409,214701307,1
274958,20140401031112.637,214541355,1
48437,20140401031113.138,214554358,1
466654,20140401031117.876,214820345,1
448834,20140401031135.495,214738449,1
79777,20140401031145.696,214544327,1
185089,20140401031146.517,214819762,1
396124,20140401031151.367,214687899,1
26577,20140401031152.445,214821373,1
338974,20140401031152.993,214826810,1
435548,20140401031154.188,214537967,1
309687,20140401031207.286,214829405,1
109356,20140401031212.633,214543700,1
79777,20140401031217.050,214544325,1
182841,20140401031230.669,214820218,1
9557,20140401031230.881,214558331,1
396124,20140401031233.680,214829735,1
434503,20140401031244.540,214746339,1
309687,20140401031247.679,214838263,1
210798,20140401031248.834,214581821,1
274958,20140401031250.785,214641131,1
159602,20140401031251.761,214548885,1
100437,20140401031258.591,214821367,1
240599,20140401031300.637,214601452,1
26577,20140401031307.114,214821377,1
210798,20140401031311.649,214581838,1
121846,20140401031312.291,214706441,1
164903,20140401031319.924,214704180,1
182841,20140401031323.239,214547600,1
34109,20140401031327.726,214819547,1
210798,20140401031331.597,214581890,1
8057,20140401031333.342,214684093,1
208798,20140401031341.955,214716973,1
8057,20140401031342.684,214684093,1
274958,20140401031342.794,214587399,1
159602,20140401031344.742,214542452,1
121846,20140401031347.161,214706171,1
316813,20140401031353.457,214559004,1
34109,20140401031354.314,214832557,1
182841,20140401031356.223,214820218,1
270491,20140401031356.837,214531612,1
466654,20140401031400.623,214820812,1
121846,20140401031402.316,214706441,1
210798,20140401031404.242,214574137,1
240599,20140401031407.040,214712323,1
434503,20140401031409.159,214826897,1
270491,20140401031417.637,214602386,1
185089,20140401031419.943,214819762,1
182841,20140401031423.256,214531961,1
316813,20140401031429.907,214820218,1
100437,20140401031430.410,214668596,1
159602,20140401031438.131,214602386,1
270491,20140401031439.154,214601186,1
185089,20140401031441.436,214819762,1
396124,20140401031446.258,214531517,1
182841,20140401031448.258,214820218,1
182841,20140401031457.375,214674577,1
240599,20140401031510.359,214555237,1
445146,20140401031516.937,214696980,1
208798,20140401031517.887,214717007,1
215671,20140401031518.078,214586692,1
215671,20140401031519.712,214586692,1
208798,20140401031533.459,214716973,1
185089,20140401031533.777,214819762,1
159602,20140401031533.886,214542452,1
185089,20140401031551.881,214819760,1
159602,20140401031555.972,214702597,1
197521,20140401031558.321,214717007,1
274958,20140401031603.384,214540599,1
479573,20140401031607.142,214821030,1
210798,20140401031611.829,214574137,1
185089,20140401031612.055,214819760,1
197521,20140401031612.316,214716982,1
389944,20140401031624.486,214582942,1
208798,20140401031627.203,214686860,1
185089,20140401031641.252,214743335,1
208798,20140401031645.976,214686860,1
240599,20140401031648.156,214685880,1
270491,20140401031650.996,214512467,1
33388,20140401031656.776,214677547,1
479573,20140401031657.039,214706460,1
479573,20140401031657.752,214706460,1
208798,20140401031658.992,214686860,1
305909,20140401031659.107,214708436,1
208798,20140401031709.477,214744535,1
100437,20140401031712.819,214680356,1
185089,20140401031713.493,214684843,1
107067,20140401031718.470,214820237,1
476391,20140401031734.190,214819378,1
270491,20140401031751.157,214829679,1
178789,20140401031756.464,214835437,1
138556,20140401031802.114,214601197,1
424563,20140401031804.826,214644962,1
476391,20140401031816.141,214826833,1
33388,20140401031816.954,214561991,1
215671,20140401031817.122,214701825,1
215671,20140401031818.155,214701825,1
138556,20140401031819.081,214696434,1
193068,20140401031821.843,214820233,1
60172,20140401031827.144,214840599,1
479808,20140401031829.293,214586983,1
261387,20140401031829.446,214712107,1
270491,20140401031830.548,214829687,1
388659,20140401031832.175,214743350,1
60172,20140401031835.258,214840599,1
193068,20140401031838.380,214820233,1
208798,20140401031841.745,214687852,1
193068,20140401031848.147,214820261,1
208798,20140401031852.457,214748336,1
316813,20140401031855.030,214748285,1
60172,20140401031857.003,214835760,1
208798,20140401031902.540,214717562,1
178789,20140401031906.169,214717007,1
100437,20140401031921.522,214744530,1
52371,20140401031924.893,214821030,1
193068,20140401031930.301,214820233,1
311873,20140401031938.032,214587384,1
193068,20140401031942.401,214820233,1
208798,20140401031942.935,214717562,1
185732,20140401031952.642,214554519,1
60172,20140401031953.100,214684513,1
240599,20140401031953.280,214680727,1
479808,20140401031953.504,214639372,1
193068,20140401031956.068,214820392,1
311873,20140401031958.997,214832557,1
52371,20140401032000.545,214748336,1
35922,20140401032001.136,214534704,1
33388,20140401032003.197,214696415,1
159229,20140401032003.563,214820261,1
465967,20140401032004.095,214843387,1
35922,20140401032004.373,214534704,1
107842,20140401032005.973,214537777,1
310536,20140401032007.045,214826953,1
445146,20140401032008.695,214585680,1
208798,20140401032017.141,214820396,1
405539,20140401032024.720,214556270,1
185732,20140401032025.344,214561500,1
261387,20140401032026.139,214838503,1
178789,20140401032026.140,214717005,1
208798,20140401032038.896,214820396,1
28954,20140401032039.769,214826835,1
178789,20140401032042.721,214716928,1
8057,20140401032045.057,214819719,1
47129,20140401032052.394,214691679,1
47129,20140401032053.432,214691679,1
33388,20140401032053.761,214716930,1
128216,20140401032100.170,214705655,1
311873,20140401032100.531,214832557,1
311873,20140401032105.446,214821024,1
78673,20140401032115.294,214602315,1
208798,20140401032116.251,214820396,1
34353,20140401032121.636,214819378,1
31456,20140401032126.172,214709812,1
479573,20140401032129.326,214646169,1
466654,20140401032130.255,214820812,3
466654,20140401032130.271,214584907,3
410601,20140401032133.453,214842365,1
310536,20140401032134.759,214586923,1
311873,20140401032141.754,214821024,1
388659,20140401032142.140,214743350,1
208798,20140401032143.881,214553565,1
388659,20140401032144.738,214743350,1
311873,20140401032157.238,214821020,1
31456,20140401032159.002,214709812,1
128216,20140401032206.089,214819378,1
178789,20140401032212.393,214716992,1
208798,20140401032213.110,214668185,1
410601,20140401032214.033,214842305,1
208798,20140401032221.242,214826623,1
92473,20140401032221.544,214821024,1
92473,20140401032223.869,214819552,1
158612,20140401032233.843,214509084,1
305909,20140401032235.058,214820441,1
185732,20140401032236.477,214821028,1
158612,20140401032236.651,214509084,1
34353,20140401032243.926,214819464,1
208798,20140401032250.409,214826623,1
445146,20140401032253.356,214709728,1
107067,20140401032305.071,214703790,1
107067,20140401032307.818,214703790,1
464983,20140401032311.434,214577732,1
340921,20140401032316.811,214820385,1
163476,20140401032318.970,214717003,1
340921,20140401032319.061,214820385,1
208798,20140401032319.274,214711952,1
163476,20140401032320.859,214717003,1
208798,20140401032329.401,214690845,1
113352,20140401032335.967,214819387,1
479808,20140401032350.277,214508497,1
208798,20140401032352.265,214601233,1
197521,20140401032406.593,214554358,1
305909,20140401032408.036,214821275,1
178789,20140401032412.741,214835435,1
479808,20140401032415.217,214639372,1
185732,20140401032421.708,214561502,1
197521,20140401032423.454,214716982,1
100437,20140401032424.973,214680356,1
208798,20140401032426.050,214820392,1
958,20140401032438.436,214586825,1
958,20140401032438.682,214613638,1
331323,20140401032439.167,214587917,1
196866,20140401032440.768,214820400,1
100437,20140401032446.827,214668596,1
331323,20140401032502.244,214835274,1
158612,20140401032511.024,214536868,1
444369,20140401032512.166,214821290,1
178789,20140401032513.322,214587598,1
185732,20140401032514.803,214561502,1
465302,20140401032518.179,214833802,1
212317,20140401032518.741,214838244,1
212317,20140401032528.079,214811739,1
464983,20140401032537.811,214554510,1
28598,20140401032549.445,214838503,1
197521,20140401032550.443,214717867,1
444369,20140401032601.016,214821290,1
212317,20140401032611.336,214535010,1
107067,20140401032614.362,214601462,1
28598,20140401032621.784,214841006,1
107067,20140401032623.816,214601462,1
48863,20140401032632.953,214717839,1
445146,20140401032636.198,214694222,1
95507,20140401032639.362,214821022,1
393272,20140401032639.444,214832557,1
196866,20140401032639.565,214748336,1
465967,20140401032644.391,214840768,1
197521,20140401032648.502,214716984,1
212317,20140401032650.010,214536187,1
74038,20140401032651.614,214833802,1
186596,20140401032653.448,214819721,1
212317,20140401032656.299,214650635,1
305909,20140401032704.604,214820842,1
184028,20140401032707.703,214568124,1
212317,20140401032707.922,214819427,1
290624,20140401032708.059,214840895,1
197521,20140401032709.925,214716982,1
393272,20140401032712.180,214832559,1
426297,20140401032714.978,214551617,1
110544,20140401032717.445,214826810,1
419741,20140401032719.013,214664758,1
95507,20140401032721.347,214821024,1
419741,20140401032732.167,214533575,1
289408,20140401032733.961,214832559,1
393272,20140401032734.287,214832557,1
78673,20140401032736.722,214840762,1
113352,20140401032737.401,214826829,1
465302,20140401032743.536,214585395,1
184028,20140401032744.954,214568122,1
185732,20140401032746.713,214820231,1
197521,20140401032749.524,214716982,1
444369,20140401032754.380,214839311,1
48863,20140401032757.577,214587305,1
333031,20140401032759.989,214717331,1
74038,20140401032807.475,214840378,1
305909,20140401032812.744,214820842,1
212317,20140401032814.503,214701797,1
184028,20140401032819.939,214568117,1
48863,20140401032830.562,214587305,1
289408,20140401032832.194,214718220,1
34353,20140401032833.582,214826844,1
184028,20140401032848.235,214708271,1
289408,20140401032852.211,214832557,1
64731,20140401032856.286,214716935,1
444369,20140401032900.901,214826705,1
193981,20140401032904.259,214510740,1
185089,20140401032909.230,214819376,3
185089,20140401032909.280,214819430,3
185089,20140401032909.375,214716667,3
185089,20140401032909.422,214819762,3
185089,20140401032909.446,214819760,3
184028,20140401032911.770,214708280,1
212317,20140401032915.143,214645871,1
424563,20140401032921.791,214712075,1
426297,20140401032923.317,214832653,1
196866,20140401032929.143,214601233,1
444369,20140401032932.820,214684513,1
306892,20140401032936.563,214843905,1
289408,20140401032943.356,214832557,1
78673,20140401032945.137,214696708,1
238271,20140401032945.590,214826810,1
184028,20140401032947.283,214714762,1
293141,20140401032947.569,214717085,1
163476,20140401032948.542,214716926,1
163476,20140401032950.165,214716926,1
333031,20140401032956.379,214691261,1
293141,20140401032956.704,214826874,1
212317,20140401032957.356,214589278,1
117868,20140401032958.599,214687642,1
347517,20140401033012.414,214774685,1
133627,20140401033021.686,214819734,1
212317,20140401033025.346,214718276,1
328342,20140401033029.541,214821011,1
151769,20140401033034.904,214708436,1
74038,20140401033036.125,214709685,1
64731,20140401033036.961,214716935,1
212317,20140401033039.619,214840762,1
275842,20140401033050.309,214630042,1
457684,20140401033058.674,214696434,1
133627,20140401033111.265,214584920,1
208798,20140401033112.241,214686860,1
74343,20140401033112.331,214840483,1
228536,20140401033112.534,214820415,1
95968,20140401033112.866,214715550,1
362604,20140401033116.009,214601233,1
341929,20140401033119.062,214539403,1
341929,20140401033121.340,214539403,1
328342,20140401033122.247,214718160,1
151769,20140401033122.459,214828828,1
212317,20140401033123.495,214706113,1
125414,20140401033123.923,214587898,1
238271,20140401033126.973,214546102,1
74038,20140401033127.539,214829737,1
275842,20140401033135.143,214681091,1
125414,20140401033138.576,214587898,1
78673,20140401033141.630,214696708,1
125414,20140401033144.204,214587898,1
347517,20140401033147.990,214540597,1
138708,20140401033148.585,214717007,1
293141,20140401033149.116,214821399,1
74343,20140401033205.072,214840483,1
347517,20140401033206.852,214677997,1
56233,20140401033207.337,214819721,1
341929,20140401033208.135,214539403,1
151769,20140401033216.807,214836137,1
425594,20140401033217.702,214696897,1
146487,20140401033218.521,214708063,1
38081,20140401033219.633,214667912,1
146487,20140401033219.975,214708063,1
152248,20140401033220.458,214748336,1
306892,20140401033223.401,214842420,1
74038,20140401033225.732,214709634,1
165916,20140401033231.050,214716930,1
152248,20140401033236.684,214819719,1
306892,20140401033237.441,214842420,1
212317,20140401033237.821,214674665,1
212317,20140401033237.829,214674662,1
457684,20140401033240.253,214509000,1
165916,20140401033301.084,214716932,1
281484,20140401033304.029,214708277,1
202063,20140401033309.569,214639115,1
341929,20140401033313.506,214539403,1
425594,20140401033314.865,214545825,1
347517,20140401033318.388,214696772,1
453861,20140401033326.404,214545864,1
125414,20140401033329.620,214587898,1
281484,20140401033329.880,214709640,1
165916,20140401033330.372,214716935,1
341929,20140401033332.327,214539403,1
276062,20140401033332.633,214821022,1
125414,20140401033336.121,214587898,1
56233,20140401033338.807,214820385,1
388196,20140401033340.133,214554793,1
434824,20140401033341.286,214838263,1
446691,20140401033341.391,214716907,1
212317,20140401033342.673,214826724,1
212317,20140401033344.023,214826747,1
444369,20140401033344.785,214821290,1
125414,20140401033346.020,214587898,1
382222,20140401033351.280,214819719,1
212317,20140401033352.546,214589705,1
56233,20140401033353.038,214819719,1
446691,20140401033357.037,214819552,1
212317,20140401033357.547,214589707,1
388196,20140401033359.575,214830598,1
186596,20140401033400.631,214696948,1
446691,20140401033401.765,214819547,1
212317,20140401033402.208,214551793,1
300367,20140401033405.531,214509000,1
212317,20140401033406.508,214539236,1
78673,20140401033407.366,214584939,1
125414,20140401033409.500,214587896,1
276062,20140401033410.695,214718169,1
281484,20140401033411.454,214695553,1
186596,20140401033413.945,214680722,1
212317,20140401033415.292,214539150,1
165916,20140401033421.779,214533022,1
281484,20140401033426.425,214568111,1
434824,20140401033427.637,214829405,1
446691,20140401033433.782,214821277,1
202063,20140401033434.220,214639110,1
305909,20140401033439.577,214827020,1
281484,20140401033441.143,214708271,1
186596,20140401033443.866,214574670,1
281484,20140401033456.381,214708280,1
202063,20140401033457.904,214819755,1
300367,20140401033458.649,214555704,1
382222,20140401033458.753,214826835,1
203464,20140401033502.625,214819734,1
186596,20140401033506.174,214748336,1
129048,20140401033522.251,214821022,1
281484,20140401033522.567,214568117,1
129048,20140401033523.606,214821022,1
129048,20140401033524.317,214821022,1
183376,20140401033530.256,214532072,1
78673,20140401033531.001,214821277,1
125414,20140401033538.596,214509519,1
212317,20140401033541.756,214509125,1
300367,20140401033542.355,214658353,1
212317,20140401033542.883,214533371,1
268556,20140401033548.445,214697362,1
26218,20140401033550.009,214820938,1
26103,20140401033551.477,214819721,1
212317,20140401033555.424,214509127,1
183376,20140401033556.310,214532070,1
26103,20140401033556.472,214819721,1
470608,20140401033556.973,214826827,1
350218,20140401033603.484,214589278,1
182518,20140401033606.204,214821028,1
306892,20140401033609.660,214842577,1
196866,20140401033612.652,214819721,1
486069,20140401033614.879,214601235,1
350218,20140401033620.310,214718276,1
306892,20140401033621.526,214842577,1
78673,20140401033621.716,214584939,1
129048,20140401033633.116,214821024,1
129048,20140401033634.540,214821024,1
129048,20140401033635.286,214821024,1
182518,20140401033637.173,214821028,1
26218,20140401033640.330,214820201,1
26218,20140401033640.405,214820201,1
212317,20140401033641.481,214674665,1
382222,20140401033644.083,214586923,1
350218,20140401033644.113,214842375,1
212317,20140401033644.292,214674697,1
212317,20140401033644.701,214674701,1
182518,20140401033656.845,214554510,1
182518,20140401033705.377,214577732,1
100501,20140401033709.397,214828867,1
78673,20140401033710.437,214821277,1
188151,20140401033710.692,214840762,1
100501,20140401033710.715,214828867,1
188151,20140401033712.273,214840762,1
382222,20140401033716.427,214586923,1
166152,20140401033730.992,214717007,1
212317,20140401033736.248,214828867,1
78673,20140401033736.419,214748340,1
100501,20140401033738.171,214828867,1
475068,20140401033739.053,214712272,1
109611,20140401033741.383,214820392,1
26218,20140401033742.977,214709634,1
100501,20140401033752.409,214828867,1
228536,20140401033806.861,214827024,1
138708,20140401033813.744,214717007,1
156837,20140401033819.825,214585397,1
156837,20140401033832.070,214820231,1
131608,20140401033836.308,214577732,1
109611,20140401033839.335,214585695,1
48863,20140401033847.729,214612695,1
491928,20140401033851.658,214508497,1
208124,20140401033852.031,214587898,1
300367,20140401033855.367,214820842,1
461206,20140401033859.881,214587915,1
28926,20140401033901.693,214708372,1
334832,20140401033914.598,214821030,1
475068,20140401033919.856,214717046,1
166152,20140401033921.291,214716982,1
156837,20140401033921.803,214820231,1
169283,20140401033923.604,214680356,1
472707,20140401033924.758,214561477,1
227446,20140401033930.662,214691229,1
268556,20140401033933.152,214697842,1
268556,20140401033934.416,214697402,1
350218,20140401033937.735,214589278,1
415821,20140401033940.228,214533026,1
385286,20140401033942.344,214840483,1
287457,20140401033942.706,214717007,1
379886,20140401033946.144,214539845,1
389944,20140401033949.439,214710860,1
491928,20140401033951.362,214508497,1
268556,20140401034009.653,214697195,1
300367,20140401034012.697,214743350,1
444369,20140401034013.813,214716984,1
415821,20140401034020.527,214684513,1
447911,20140401034024.570,214601034,1
385286,20140401034025.319,214840483,1
131608,20140401034028.172,214582952,1
472707,20140401034048.227,214826829,1
491928,20140401034052.118,214645787,1
208124,20140401034059.100,214587896,1
60224,20140401034059.563,214821026,1
461206,20140401034103.603,214587898,1
169283,20140401034106.041,214684513,1
196866,20140401034107.533,214667912,1
56316,20140401034111.252,214696434,1
461206,20140401034125.494,214601040,1
165994,20140401034130.513,214826835,1
415821,20140401034131.325,214839373,1
48863,20140401034134.142,214677688,1
304611,20140401034143.859,214819612,1
415821,20140401034147.156,214839373,1
370769,20140401034151.844,214684513,1
352029,20140401034155.359,214821277,1
156837,20140401034156.847,214821277,1
472707,20140401034201.022,214677688,1
109611,20140401034210.438,214716667,1
447911,20140401034211.522,214580117,1
29096,20140401034211.539,214585100,1
304611,20140401034213.992,214601060,1
276963,20140401034214.143,214832696,1
379886,20140401034214.194,214537967,1
276963,20140401034225.529,214712272,1
28926,20140401034226.826,214715865,1
56316,20140401034229.773,214696434,1
352029,20140401034230.747,214826801,1
64903,20140401034230.880,214537967,1
56316,20140401034233.190,214696434,1
164081,20140401034235.398,214581489,1
38081,20140401034240.019,214820458,1
169283,20140401034248.687,214702794,1
165994,20140401034254.464,214826844,1
60224,20140401034255.617,214706432,1
164081,20140401034258.497,214712235,1
304611,20140401034259.807,214704292,1
276963,20140401034303.151,214832660,1
101798,20140401034305.205,214601038,1
455076,20140401034305.538,214829312,1
44669,20140401034305.948,214821017,1
178564,20140401034306.405,214587384,1
214311,20140401034306.972,214828867,1
44669,20140401034307.185,214821017,1
109611,20140401034309.710,214819376,1
374869,20140401034313.705,214821026,1
370769,20140401034316.805,214602817,1
156837,20140401034318.983,214821277,1
370769,20140401034320.799,214839369,1
306922,20140401034325.146,214716926,1
169283,20140401034327.624,214642775,1
370769,20140401034327.696,214613925,1
405346,20140401034330.946,214658707,1
101798,20140401034336.264,214709582,1
214311,20140401034345.176,214717260,1
304611,20140401034347.556,214827032,1
5036,20140401034347.622,214587915,1
44669,20140401034349.944,214821017,1
227446,20140401034354.415,214691351,1
60224,20140401034355.710,214706460,1
306892,20140401034355.867,214842420,3
306892,20140401034355.907,214842577,3
138708,20140401034356.545,214717007,3
455076,20140401034358.027,214601452,1
64903,20140401034359.333,214696434,1
121161,20140401034400.923,214821037,1
297741,20140401034404.598,214833802,1
409796,20140401034406.434,214711078,1
44669,20140401034409.842,214821017,1
29096,20140401034411.158,214584808,1
169283,20140401034414.070,214555237,1
7167,20140401034414.965,214717410,1
71367,20140401034416.877,214826606,1
352029,20140401034422.328,214725508,1
44669,20140401034423.062,214718169,1
44669,20140401034424.314,214718169,1
29096,20140401034425.379,214509830,1
374869,20140401034427.096,214706432,1
214311,20140401034435.382,214826585,1
227446,20140401034435.612,214691229,1
240296,20140401034435.668,214838503,1
361666,20140401034436.379,214691458,1
455076,20140401034438.246,214712323,1
287457,20140401034440.802,214716990,1
74343,20140401034441.288,214840483,3
297741,20140401034442.340,214826900,1
5036,20140401034446.850,214530667,1
156837,20140401034449.530,214821292,1
475279,20140401034450.074,214820345,1
193981,20140401034450.499,214534706,1
122759,20140401034452.165,214717007,1
71367,20140401034455.258,214826715,1
109611,20140401034458.724,214690845,1
203717,20140401034500.297,214838957,1
475279,20140401034503.991,214820385,1
156837,20140401034507.702,214821277,1
56316,20140401034508.369,214820405,1
227446,20140401034511.849,214843524,1
202421,20140401034516.612,214538574,1
437043,20140401034518.496,214696897,1
494924,20140401034519.181,214832559,1
240296,20140401034519.562,214601040,1
475279,20140401034519.946,214820385,1
494924,20140401034522.461,214832559,1
203717,20140401034523.254,214696629,1
44669,20140401034525.002,214832559,1
203717,20140401034525.768,214696629,1
44669,20140401034526.864,214832559,1
293141,20140401034527.958,214826874,3
293141,20140401034527.969,214821399,3
361666,20140401034531.125,214691270,1
211898,20140401034535.412,214587915,1
156837,20140401034535.998,214821277,1
352029,20140401034536.514,214717860,1
211898,20140401034537.040,214587915,1
202421,20140401034537.965,214538572,1
478631,20140401034538.092,214748295,1
11813,20140401034539.217,214551922,1
475279,20140401034539.878,214819378,1
239043,20140401034542.963,214819547,1
29096,20140401034544.493,214717318,1
26218,20140401034547.148,214709690,1
171086,20140401034554.836,214821020,1
